label,text
曇一時晴,2005/3/12
晴一時雪,2005/3/13
晴一時雪,2005/3/14
薄曇,2005/3/15
晴一時薄曇,2005/3/16
曇時々雨,2005/3/17
晴後曇一時雨,2005/3/18
晴,2005/3/19
曇後一時晴,2005/3/20
快晴,2005/3/21
曇時々雨,2005/3/22
雨一時曇,2005/3/23
曇後晴,2005/3/24
晴後一時薄曇,2005/3/25
快晴,2005/3/26
晴後一時薄曇,2005/3/27
雨,2005/3/28
曇,2005/3/29
晴,2005/3/30
晴後一時曇,2005/3/31
晴後一時曇,2005/4/1
曇,2005/4/2
快晴,2005/4/3
曇一時雨後晴,2005/4/4
快晴,2005/4/5
晴後一時薄曇,2005/4/6
曇後晴,2005/4/7
快晴,2005/4/8
晴,2005/4/9
曇一時雨後晴,2005/4/10
雨,2005/4/11
雨時々曇,2005/4/12
雨時々曇,2005/4/13
快晴,2005/4/14
晴一時薄曇,2005/4/15
晴後一時曇,2005/4/16
快晴,2005/4/17
曇時々晴,2005/4/18
快晴,2005/4/19
雨時々曇,2005/4/20
晴一時曇,2005/4/21
晴一時曇,2005/4/22
晴後薄曇,2005/4/23
晴,2005/4/24
雨後薄曇,2005/4/25
曇時々雨、雷を伴う,2005/4/26
晴,2005/4/27
快晴,2005/4/28
快晴,2005/4/29
晴,2005/4/30
曇,2005/5/1
曇一時晴,2005/5/2
曇後晴,2005/5/3
快晴,2005/5/4
快晴,2005/5/5
曇後雨,2005/5/6
雨後晴,2005/5/7
曇,2005/5/8
晴一時曇,2005/5/9
曇後晴,2005/5/10
曇,2005/5/11
曇,2005/5/12
曇,2005/5/13
曇,2005/5/14
曇時々雨、雷・ひょうを伴う,2005/5/15
快晴,2005/5/16
晴時々曇,2005/5/17
晴後曇一時雨,2005/5/18
薄曇一時晴,2005/5/19
曇,2005/5/20
薄曇,2005/5/21
曇後一時雨,2005/5/22
晴時々曇,2005/5/23
晴時々曇後一時雨,2005/5/24
晴,2005/5/25
晴,2005/5/26
晴,2005/5/27
晴後薄曇,2005/5/28
曇一時晴,2005/5/29
雨,2005/5/30
曇時々雨後一時晴,2005/5/31
薄曇,2005/6/1
曇後雨,2005/6/2
曇,2005/6/3
曇後一時雨、雷を伴う,2005/6/4
曇後晴,2005/6/5
晴,2005/6/6
晴後一時曇,2005/6/7
薄曇,2005/6/8
曇後一時晴,2005/6/9
雨時々曇,2005/6/10
曇一時雨,2005/6/11
薄曇,2005/6/12
曇後晴,2005/6/13
曇,2005/6/14
雨,2005/6/15
雨一時曇,2005/6/16
曇,2005/6/17
曇後晴,2005/6/18
薄曇,2005/6/19
曇後晴,2005/6/20
曇時々晴,2005/6/21
雨後一時曇,2005/6/22
雨後曇,2005/6/23
曇一時晴,2005/6/24
薄曇後晴,2005/6/25
曇時々晴,2005/6/26
晴後曇,2005/6/27
曇,2005/6/28
雨後曇,2005/6/29
大雨後一時曇,2005/6/30
曇時々雨,2005/7/1
曇,2005/7/2
曇後一時雨,2005/7/3
大雨,2005/7/4
曇,2005/7/5
雨後曇,2005/7/6
曇後一時雨,2005/7/7
曇一時晴,2005/7/8
曇後一時雨,2005/7/9
薄曇,2005/7/10
曇,2005/7/11
曇,2005/7/12
曇一時雨,2005/7/13
雨一時霧雨後曇,2005/7/14
晴一時曇,2005/7/15
曇後一時晴,2005/7/16
曇,2005/7/17
晴後一時薄曇,2005/7/18
曇一時晴,2005/7/19
薄曇,2005/7/20
薄曇,2005/7/21
曇,2005/7/22
曇一時雨,2005/7/23
曇,2005/7/24
曇一時晴,2005/7/25
大雨,2005/7/26
晴一時曇,2005/7/27
晴,2005/7/28
晴一時曇,2005/7/29
曇,2005/7/30
曇後時々晴,2005/7/31
晴一時曇,2005/8/1
晴時々曇,2005/8/2
薄曇後晴,2005/8/3
晴後一時薄曇,2005/8/4
晴,2005/8/5
晴,2005/8/6
薄曇,2005/8/7
晴一時薄曇,2005/8/8
曇後一時雨,2005/8/9
曇一時雨,2005/8/10
曇一時晴,2005/8/11
曇一時雨,2005/8/12
曇時々雨、雷を伴う,2005/8/13
晴,2005/8/14
晴後一時雨、雷を伴う,2005/8/15
曇時々雨,2005/8/16
晴後一時曇,2005/8/17
晴一時曇,2005/8/18
晴,2005/8/19
晴,2005/8/20
晴,2005/8/21
曇一時雨,2005/8/22
曇一時晴後時々雨,2005/8/23
曇一時雨,2005/8/24
雨,2005/8/25
曇一時雨後晴,2005/8/26
曇時々晴,2005/8/27
曇,2005/8/28
晴,2005/8/29
曇一時晴,2005/8/30
曇一時雨,2005/8/31
晴,2005/9/1
薄曇一時晴,2005/9/2
晴後一時薄曇,2005/9/3
曇後一時雨,2005/9/4
曇後雨,2005/9/5
雨後時々曇,2005/9/6
曇後一時雨,2005/9/7
晴,2005/9/8
曇,2005/9/9
晴時々曇,2005/9/10
曇一時晴後雨、雷を伴う,2005/9/11
晴,2005/9/12
晴時々薄曇,2005/9/13
晴,2005/9/14
晴時々曇,2005/9/15
曇後一時晴,2005/9/16
晴後一時薄曇,2005/9/17
快晴,2005/9/18
晴一時薄曇,2005/9/19
曇一時雨,2005/9/20
曇,2005/9/21
曇一時雨,2005/9/22
曇後一時晴,2005/9/23
雨時々曇,2005/9/24
曇一時雨,2005/9/25
晴後一時曇,2005/9/26
曇,2005/9/27
曇一時雨,2005/9/28
晴,2005/9/29
晴後一時曇,2005/9/30
快晴,2005/10/1
晴,2005/10/2
曇,2005/10/3
曇一時雨,2005/10/4
雨,2005/10/5
曇一時雨,2005/10/6
晴後一時曇,2005/10/7
曇一時雨,2005/10/8
雨後曇,2005/10/9
雨一時曇,2005/10/10
曇,2005/10/11
晴,2005/10/12
晴,2005/10/13
晴後薄曇,2005/10/14
曇一時晴,2005/10/15
雨後一時曇,2005/10/16
雨,2005/10/17
雨後一時曇,2005/10/18
曇,2005/10/19
晴,2005/10/20
曇後一時晴,2005/10/21
雨時々曇,2005/10/22
快晴,2005/10/23
晴,2005/10/24
晴一時薄曇,2005/10/25
曇後雨,2005/10/26
雨後晴,2005/10/27
晴,2005/10/28
曇時々雨,2005/10/29
曇,2005/10/30
曇後晴,2005/10/31
快晴,2005/11/1
晴,2005/11/2
曇,2005/11/3
晴,2005/11/4
快晴,2005/11/5
曇後雨,2005/11/6
晴,2005/11/7
快晴,2005/11/8
快晴,2005/11/9
晴一時曇,2005/11/10
曇,2005/11/11
晴一時雨,2005/11/12
晴後一時曇,2005/11/13
曇,2005/11/14
曇一時雨,2005/11/15
晴,2005/11/16
晴一時薄曇,2005/11/17
晴後一時薄曇,2005/11/18
晴一時薄曇,2005/11/19
晴一時曇,2005/11/20
晴一時曇,2005/11/21
快晴,2005/11/22
晴後薄曇,2005/11/23
晴,2005/11/24
晴一時曇,2005/11/25
薄曇一時晴,2005/11/26
快晴,2005/11/27
晴後曇,2005/11/28
曇後晴,2005/11/29
晴後一時薄曇,2005/11/30
晴一時曇,2005/12/1
薄曇,2005/12/2
晴時々曇,2005/12/3
曇後雨,2005/12/4
晴,2005/12/5
曇後晴,2005/12/6
晴一時曇,2005/12/7
晴一時曇,2005/12/8
快晴,2005/12/9
晴,2005/12/10
曇一時晴,2005/12/11
晴一時曇,2005/12/12
晴後一時曇,2005/12/13
晴,2005/12/14
晴一時曇,2005/12/15
快晴,2005/12/16
快晴,2005/12/17
快晴,2005/12/18
快晴,2005/12/19
快晴,2005/12/20
曇後晴,2005/12/21
晴一時曇,2005/12/22
快晴,2005/12/23
晴一時曇,2005/12/24
晴一時曇,2005/12/25
晴,2005/12/26
快晴,2005/12/27
快晴,2005/12/28
快晴,2005/12/29
晴,2005/12/30
晴後一時薄曇,2005/12/31
曇,2006/1/1
雨時々曇,2006/1/2
晴,2006/1/3
曇,2006/1/4
曇後晴,2006/1/5
曇,2006/1/6
晴,2006/1/7
快晴,2006/1/8
晴一時曇,2006/1/9
曇後晴,2006/1/10
快晴,2006/1/11
快晴,2006/1/12
曇後一時雨,2006/1/13
曇後大雨、雷を伴う,2006/1/14
晴後曇,2006/1/15
曇,2006/1/16
曇時々晴,2006/1/17
曇後一時晴,2006/1/18
晴一時薄曇,2006/1/19
薄曇,2006/1/20
雪,2006/1/21
晴後一時曇,2006/1/22
晴,2006/1/23
晴,2006/1/24
晴一時薄曇,2006/1/25
快晴,2006/1/26
快晴,2006/1/27
快晴,2006/1/28
快晴,2006/1/29
晴,2006/1/30
曇後雨,2006/1/31
大雨,2006/2/1
曇一時晴,2006/2/2
晴一時薄曇,2006/2/3
快晴,2006/2/4
快晴,2006/2/5
曇,2006/2/6
曇一時雨,2006/2/7
晴後曇,2006/2/8
晴,2006/2/9
快晴,2006/2/10
快晴,2006/2/11
晴,2006/2/12
晴,2006/2/13
晴一時薄曇,2006/2/14
晴,2006/2/15
霧雨時々雨,2006/2/16
曇,2006/2/17
晴後曇,2006/2/18
曇,2006/2/19
雨一時曇,2006/2/20
曇,2006/2/21
曇後晴,2006/2/22
曇一時晴,2006/2/23
曇後時々雨,2006/2/24
晴後曇,2006/2/25
雨,2006/2/26
曇,2006/2/27
曇,2006/2/28
雨,2006/3/1
曇後一時雨,2006/3/2
曇後一時雨,2006/3/3
快晴,2006/3/4
快晴,2006/3/5
曇,2006/3/6
曇後一時晴,2006/3/7
快晴,2006/3/8
曇,2006/3/9
雨,2006/3/10
晴,2006/3/11
曇一時晴,2006/3/12
曇時々晴後一時雪,2006/3/13
晴後曇,2006/3/14
快晴,2006/3/15
晴後曇一時雨,2006/3/16
曇後晴,2006/3/17
晴後曇一時雨,2006/3/18
曇一時雨後晴,2006/3/19
快晴,2006/3/20
晴,2006/3/21
晴後曇,2006/3/22
雨後薄曇,2006/3/23
曇,2006/3/24
晴,2006/3/25
曇,2006/3/26
晴,2006/3/27
曇後晴,2006/3/28
晴時々薄曇,2006/3/29
晴後曇,2006/3/30
晴,2006/3/31
快晴,2006/4/1
曇後一時雨,2006/4/2
快晴,2006/4/3
晴後薄曇,2006/4/4
雨,2006/4/5
晴後一時薄曇,2006/4/6
曇,2006/4/7
晴時々曇後一時雨,2006/4/8
晴,2006/4/9
曇後雨,2006/4/10
曇後雨一時霧,2006/4/11
雨後曇,2006/4/12
曇,2006/4/13
曇,2006/4/14
薄曇一時晴,2006/4/15
雨後曇,2006/4/16
晴後一時曇,2006/4/17
快晴,2006/4/18
曇後時々晴,2006/4/19
曇時々雨後晴,2006/4/20
晴時々曇,2006/4/21
薄曇一時晴,2006/4/22
曇時々雨,2006/4/23
曇後晴,2006/4/24
曇一時雨後晴、雷を伴う,2006/4/25
曇,2006/4/26
雨後時々曇,2006/4/27
晴後薄曇,2006/4/28
曇後一時雨,2006/4/29
晴後薄曇,2006/4/30
快晴,2006/5/1
曇時々雨、雷を伴う,2006/5/2
快晴,2006/5/3
晴,2006/5/4
晴一時薄曇,2006/5/5
薄曇,2006/5/6
雨,2006/5/7
曇一時霧雨後雨,2006/5/8
曇一時霧雨,2006/5/9
霧雨後曇,2006/5/10
雨時々曇,2006/5/11
曇一時晴,2006/5/12
雨,2006/5/13
曇一時雨,2006/5/14
薄曇,2006/5/15
曇時々雨,2006/5/16
曇後雨,2006/5/17
雨後一時曇,2006/5/18
雨後時々曇,2006/5/19
晴後一時雨,2006/5/20
快晴,2006/5/21
曇後一時晴,2006/5/22
曇後一時雨,2006/5/23
薄曇後一時雨、雷を伴う,2006/5/24
快晴,2006/5/25
曇,2006/5/26
雨,2006/5/27
雨一時曇後晴,2006/5/28
曇一時晴,2006/5/29
曇後時々晴、雷を伴う,2006/5/30
晴,2006/5/31
晴,2006/6/1
曇,2006/6/2
曇,2006/6/3
曇後一時晴,2006/6/4
曇,2006/6/5
曇,2006/6/6
曇一時雨後晴,2006/6/7
曇後一時雨,2006/6/8
雨後一時曇,2006/6/9
曇一時晴,2006/6/10
雨,2006/6/11
曇,2006/6/12
曇,2006/6/13
曇後一時晴,2006/6/14
曇後雨,2006/6/15
大雨後曇,2006/6/16
曇,2006/6/17
雨一時曇,2006/6/18
曇後晴,2006/6/19
薄曇,2006/6/20
曇一時雨,2006/6/21
曇一時雨,2006/6/22
曇,2006/6/23
晴,2006/6/24
曇後一時雨,2006/6/25
雨後曇,2006/6/26
曇一時雨後晴,2006/6/27
曇後一時晴,2006/6/28
晴,2006/6/29
曇,2006/6/30
曇後雨,2006/7/1
曇後一時雨,2006/7/2
曇後一時雨、雷を伴う,2006/7/3
晴後曇一時雨,2006/7/4
雨,2006/7/5
曇,2006/7/6
曇,2006/7/7
曇,2006/7/8
曇一時雨,2006/7/9
曇,2006/7/10
曇後一時雨,2006/7/11
曇,2006/7/12
曇後一時雨,2006/7/13
晴後一時曇,2006/7/14
曇後一時雨、雷を伴う,2006/7/15
曇一時雨,2006/7/16
雨時々曇,2006/7/17
雨,2006/7/18
雨,2006/7/19
曇,2006/7/20
雨後時々曇,2006/7/21
曇,2006/7/22
曇一時雨,2006/7/23
雨後一時曇,2006/7/24
雨後曇,2006/7/25
晴一時曇,2006/7/26
曇一時晴,2006/7/27
曇,2006/7/28
晴後時々曇一時雨,2006/7/29
晴,2006/7/30
曇後晴,2006/7/31
曇,2006/8/1
曇後晴,2006/8/2
快晴,2006/8/3
快晴,2006/8/4
快晴,2006/8/5
晴,2006/8/6
晴,2006/8/7
雨後曇、雷を伴う,2006/8/8
大雨後一時曇,2006/8/9
晴,2006/8/10
曇後時々晴,2006/8/11
曇後時々雨、雷を伴う,2006/8/12
晴一時曇,2006/8/13
晴,2006/8/14
曇時々雨,2006/8/15
曇時々雨,2006/8/16
曇一時雨、雷を伴う,2006/8/17
晴後薄曇,2006/8/18
晴,2006/8/19
曇後一時雨,2006/8/20
曇後晴,2006/8/21
曇時々晴,2006/8/22
曇後一時晴,2006/8/23
晴一時雨,2006/8/24
曇一時雨、雷を伴う,2006/8/25
曇,2006/8/26
曇,2006/8/27
曇,2006/8/28
晴,2006/8/29
曇時々雨,2006/8/30
晴,2006/8/31
雨一時曇,2006/9/1
晴,2006/9/2
晴,2006/9/3
晴後曇,2006/9/4
晴後一時曇,2006/9/5
雨時々曇,2006/9/6
曇,2006/9/7
曇一時雨,2006/9/8
曇後一時晴,2006/9/9
晴,2006/9/10
曇一時雨、雷を伴う,2006/9/11
雨,2006/9/12
雨,2006/9/13
雨後曇,2006/9/14
曇一時晴,2006/9/15
晴後曇,2006/9/16
曇後一時雨,2006/9/17
曇一時雨,2006/9/18
晴後曇一時雨,2006/9/19
晴,2006/9/20
晴後一時曇,2006/9/21
曇,2006/9/22
曇時々晴,2006/9/23
晴,2006/9/24
曇一時晴,2006/9/25
大雨一時曇,2006/9/26
曇一時雨、雷を伴う,2006/9/27
晴後曇,2006/9/28
曇,2006/9/29
曇一時晴,2006/9/30
曇後雨,2006/10/1
雨後曇,2006/10/2
曇,2006/10/3
曇,2006/10/4
雨一時曇,2006/10/5
大雨,2006/10/6
晴一時曇,2006/10/7
快晴,2006/10/8
快晴,2006/10/9
晴,2006/10/10
晴後曇,2006/10/11
晴後一時薄曇,2006/10/12
晴時々曇,2006/10/13
曇時々晴,2006/10/14
曇後晴,2006/10/15
快晴,2006/10/16
晴一時曇,2006/10/17
曇時々晴,2006/10/18
快晴,2006/10/19
曇,2006/10/20
曇時々晴,2006/10/21
曇後一時雨,2006/10/22
雨一時霧雨,2006/10/23
雨時々曇,2006/10/24
曇後晴,2006/10/25
晴後曇,2006/10/26
曇後一時晴,2006/10/27
晴一時曇,2006/10/28
晴一時雨,2006/10/29
晴,2006/10/30
晴,2006/10/31
晴後一時曇,2006/11/1
曇一時晴,2006/11/2
晴,2006/11/3
曇時々晴,2006/11/4
曇後晴,2006/11/5
曇,2006/11/6
晴一時曇,2006/11/7
晴,2006/11/8
快晴,2006/11/9
晴後薄曇,2006/11/10
雨一時曇、雷を伴う,2006/11/11
晴,2006/11/12
晴,2006/11/13
晴,2006/11/14
晴後曇一時雨,2006/11/15
晴後一時曇,2006/11/16
曇一時晴,2006/11/17
晴後曇,2006/11/18
雨時々曇,2006/11/19
雨時々曇,2006/11/20
晴後一時曇,2006/11/21
晴後曇,2006/11/22
曇,2006/11/23
曇後晴,2006/11/24
晴,2006/11/25
曇,2006/11/26
雨後曇,2006/11/27
雨後曇,2006/11/28
晴時々曇,2006/11/29
雨時々曇後晴,2006/11/30
晴一時薄曇,2006/12/1
快晴,2006/12/2
晴一時曇,2006/12/3
晴,2006/12/4
曇時々晴,2006/12/5
薄曇時々晴,2006/12/6
曇,2006/12/7
曇一時雨,2006/12/8
雨,2006/12/9
晴一時曇,2006/12/10
晴,2006/12/11
曇時々雨,2006/12/12
晴後曇一時雨,2006/12/13
曇,2006/12/14
曇後晴,2006/12/15
曇一時晴,2006/12/16
曇後晴,2006/12/17
晴,2006/12/18
曇後一時晴,2006/12/19
曇後一時晴,2006/12/20
曇,2006/12/21
曇,2006/12/22
快晴,2006/12/23
晴後一時曇,2006/12/24
薄曇後晴,2006/12/25
大雨,2006/12/26
晴一時曇,2006/12/27
晴,2006/12/28
快晴,2006/12/29
快晴,2006/12/30
晴,2006/12/31
晴時々曇,2007/1/1
曇,2007/1/2
曇時々晴,2007/1/3
薄曇時々晴,2007/1/4
晴,2007/1/5
大雨,2007/1/6
晴後一時曇,2007/1/7
晴,2007/1/8
晴,2007/1/9
快晴,2007/1/10
晴後曇,2007/1/11
曇後晴,2007/1/12
晴時々薄曇,2007/1/13
晴,2007/1/14
晴,2007/1/15
晴一時曇,2007/1/16
曇時々雨,2007/1/17
曇後晴,2007/1/18
晴後時々曇,2007/1/19
曇後雨、あられを伴う,2007/1/20
曇,2007/1/21
雨後晴,2007/1/22
晴後薄曇,2007/1/23
曇後晴,2007/1/24
快晴,2007/1/25
晴一時曇,2007/1/26
晴,2007/1/27
曇一時晴,2007/1/28
曇一時雨後晴,2007/1/29
快晴,2007/1/30
快晴,2007/1/31
晴,2007/2/1
快晴,2007/2/2
快晴,2007/2/3
快晴,2007/2/4
晴,2007/2/5
薄曇後晴,2007/2/6
曇時々晴,2007/2/7
晴,2007/2/8
晴後曇,2007/2/9
曇,2007/2/10
快晴,2007/2/11
快晴,2007/2/12
晴,2007/2/13
雨一時曇,2007/2/14
晴,2007/2/15
晴,2007/2/16
曇一時晴,2007/2/17
雨後晴,2007/2/18
晴,2007/2/19
雨時々曇,2007/2/20
晴一時曇,2007/2/21
晴時々曇,2007/2/22
雨後一時曇,2007/2/23
晴後時々薄曇,2007/2/24
薄曇一時晴,2007/2/25
快晴,2007/2/26
晴後一時曇,2007/2/27
晴,2007/2/28
快晴,2007/3/1
薄曇一時晴,2007/3/2
曇後一時晴,2007/3/3
薄曇後晴,2007/3/4
曇後一時雨,2007/3/5
曇時々晴後一時雨、雷を伴う,2007/3/6
晴一時曇,2007/3/7
晴,2007/3/8
曇,2007/3/9
晴時々薄曇,2007/3/10
雨後曇一時晴、あられを伴う,2007/3/11
晴,2007/3/12
晴,2007/3/13
晴,2007/3/14
曇一時晴,2007/3/15
曇一時雪,2007/3/16
曇一時雪後晴,2007/3/17
快晴,2007/3/18
晴,2007/3/19
晴一時曇,2007/3/20
晴,2007/3/21
晴一時曇,2007/3/22
快晴,2007/3/23
曇,2007/3/24
雨後曇,2007/3/25
晴,2007/3/26
曇,2007/3/27
晴,2007/3/28
晴,2007/3/29
晴時々曇一時雨,2007/3/30
曇,2007/3/31
晴後薄曇,2007/4/1
曇一時雨,2007/4/2
雨後一時曇,2007/4/3
曇後時々雨一時みぞれ、雷を伴う,2007/4/4
晴,2007/4/5
晴時々曇,2007/4/6
晴後曇,2007/4/7
晴後時々曇,2007/4/8
曇時々晴後一時雨、雷を伴う,2007/4/9
晴後薄曇,2007/4/10
曇後一時雨,2007/4/11
晴後一時薄曇,2007/4/12
薄曇,2007/4/13
晴,2007/4/14
薄曇,2007/4/15
雨一時曇,2007/4/16
雨時々曇、雷を伴う,2007/4/17
曇後雨,2007/4/18
曇一時雨,2007/4/19
晴,2007/4/20
薄曇,2007/4/21
曇,2007/4/22
曇,2007/4/23
曇,2007/4/24
雨時々曇一時霧雨,2007/4/25
晴後一時雨、雷を伴う,2007/4/26
晴後薄曇,2007/4/27
薄曇後一時雨、雷を伴う,2007/4/28
晴,2007/4/29
晴,2007/4/30
曇時々雨,2007/5/1
晴一時曇,2007/5/2
晴,2007/5/3
快晴,2007/5/4
晴後薄曇,2007/5/5
雨一時曇,2007/5/6
曇後一時晴,2007/5/7
曇一時霧後晴,2007/5/8
晴後一時薄曇,2007/5/9
曇一時晴,2007/5/10
快晴,2007/5/11
晴後一時薄曇,2007/5/12
曇,2007/5/13
薄曇,2007/5/14
晴一時雨、雷を伴う,2007/5/15
晴後薄曇,2007/5/16
雨後曇一時晴,2007/5/17
曇一時晴,2007/5/18
曇一時雨,2007/5/19
晴,2007/5/20
晴,2007/5/21
薄曇後一時晴,2007/5/22
晴後薄曇,2007/5/23
晴,2007/5/24
大雨,2007/5/25
晴,2007/5/26
晴後一時曇,2007/5/27
晴後一時薄曇,2007/5/28
薄曇,2007/5/29
曇後雨,2007/5/30
曇時々晴、雷を伴う,2007/5/31
曇後晴,2007/6/1
薄曇後晴,2007/6/2
晴後薄曇,2007/6/3
晴一時薄曇,2007/6/4
薄曇時々晴,2007/6/5
晴,2007/6/6
曇時々晴一時雨,2007/6/7
晴一時曇,2007/6/8
曇一時雨,2007/6/9
曇時々雨、雷を伴う,2007/6/10
曇時々雨後晴,2007/6/11
晴,2007/6/12
晴後薄曇,2007/6/13
曇後雨,2007/6/14
晴一時曇,2007/6/15
晴,2007/6/16
晴時々薄曇,2007/6/17
曇,2007/6/18
晴時々曇,2007/6/19
快晴,2007/6/20
薄曇時々晴,2007/6/21
雨一時曇,2007/6/22
晴一時曇,2007/6/23
曇後雨,2007/6/24
霧雨後曇,2007/6/25
曇時々雨,2007/6/26
晴時々曇,2007/6/27
曇,2007/6/28
曇後一時雨,2007/6/29
曇一時晴,2007/6/30
曇,2007/7/1
曇時々雨,2007/7/2
曇,2007/7/3
雨一時霧雨,2007/7/4
薄曇時々晴,2007/7/5
薄曇後晴,2007/7/6
曇,2007/7/7
曇,2007/7/8
曇,2007/7/9
雨一時曇,2007/7/10
雨時々曇,2007/7/11
曇後雨,2007/7/12
曇,2007/7/13
大雨,2007/7/14
大雨,2007/7/15
晴後曇,2007/7/16
雨一時曇,2007/7/17
曇一時霧雨,2007/7/18
曇一時霧雨,2007/7/19
曇一時晴,2007/7/20
曇一時雨,2007/7/21
曇一時雨,2007/7/22
曇一時雨,2007/7/23
快晴,2007/7/24
晴一時曇,2007/7/25
曇時々晴一時雨,2007/7/26
晴一時曇,2007/7/27
晴後一時曇,2007/7/28
曇後一時雨、雷を伴う,2007/7/29
曇時々雨、雷を伴う,2007/7/30
曇後一時晴,2007/7/31
晴時々曇,2007/8/1
曇一時雨後時々晴,2007/8/2
薄曇,2007/8/3
晴一時薄曇,2007/8/4
晴,2007/8/5
快晴,2007/8/6
薄曇一時晴,2007/8/7
晴一時曇,2007/8/8
晴,2007/8/9
晴,2007/8/10
晴,2007/8/11
晴,2007/8/12
曇一時雨後晴,2007/8/13
晴,2007/8/14
晴,2007/8/15
晴後一時曇,2007/8/16
曇,2007/8/17
曇,2007/8/18
晴一時曇,2007/8/19
晴,2007/8/20
晴,2007/8/21
晴,2007/8/22
曇一時雨、雷を伴う,2007/8/23
曇後晴,2007/8/24
晴時々薄曇,2007/8/25
晴時々曇,2007/8/26
薄曇,2007/8/27
曇,2007/8/28
曇一時雨,2007/8/29
雨時々曇,2007/8/30
曇時々雨,2007/8/31
曇時々雨,2007/9/1
曇一時晴,2007/9/2
曇時々晴,2007/9/3
晴後曇一時雨,2007/9/4
曇時々雨、雷を伴う,2007/9/5
雨時々曇,2007/9/6
雨後薄曇,2007/9/7
晴,2007/9/8
晴,2007/9/9
曇時々雨,2007/9/10
曇時々大雨、雷を伴う,2007/9/11
雨後曇,2007/9/12
曇,2007/9/13
曇後晴,2007/9/14
曇後晴,2007/9/15
薄曇時々晴,2007/9/16
晴時々薄曇,2007/9/17
曇,2007/9/18
曇,2007/9/19
晴,2007/9/20
晴,2007/9/21
晴後一時薄曇,2007/9/22
曇,2007/9/23
曇後一時雨,2007/9/24
晴時々曇,2007/9/25
曇時々晴,2007/9/26
曇後一時晴,2007/9/27
晴,2007/9/28
雨後一時曇,2007/9/29
大雨,2007/9/30
曇時々雨,2007/10/1
雨後曇,2007/10/2
曇,2007/10/3
晴時々曇,2007/10/4
晴時々曇,2007/10/5
晴時々曇,2007/10/6
晴,2007/10/7
雨時々曇,2007/10/8
雨後曇,2007/10/9
曇後一時晴,2007/10/10
曇後晴,2007/10/11
晴時々曇,2007/10/12
曇一時晴,2007/10/13
曇,2007/10/14
曇,2007/10/15
曇後時々雨,2007/10/16
晴後曇,2007/10/17
晴時々曇,2007/10/18
曇後一時雨,2007/10/19
薄曇時々晴,2007/10/20
晴,2007/10/21
晴,2007/10/22
曇時々晴,2007/10/23
晴,2007/10/24
晴後曇,2007/10/25
雨後一時曇,2007/10/26
大雨,2007/10/27
快晴,2007/10/28
曇時々晴,2007/10/29
晴後曇,2007/10/30
曇時々晴,2007/10/31
晴一時曇後雨,2007/11/1
曇後一時雨,2007/11/2
曇後晴,2007/11/3
晴,2007/11/4
晴後曇,2007/11/5
曇一時雨,2007/11/6
曇後晴,2007/11/7
曇後晴,2007/11/8
曇,2007/11/9
雨,2007/11/10
曇一時雨,2007/11/11
晴,2007/11/12
快晴,2007/11/13
晴,2007/11/14
快晴,2007/11/15
曇後一時晴,2007/11/16
曇時々晴,2007/11/17
晴後一時曇,2007/11/18
晴後一時曇,2007/11/19
曇後晴,2007/11/20
快晴,2007/11/21
快晴,2007/11/22
晴,2007/11/23
快晴,2007/11/24
快晴,2007/11/25
晴時々曇,2007/11/26
曇,2007/11/27
曇,2007/11/28
曇,2007/11/29
曇時々雨,2007/11/30
曇後時々晴,2007/12/1
晴一時曇,2007/12/2
雨時々晴,2007/12/3
晴,2007/12/4
快晴,2007/12/5
晴後一時薄曇,2007/12/6
快晴,2007/12/7
曇時々晴,2007/12/8
晴,2007/12/9
晴時々曇,2007/12/10
曇,2007/12/11
晴時々曇,2007/12/12
雨後曇,2007/12/13
晴,2007/12/14
晴,2007/12/15
快晴,2007/12/16
薄曇一時晴,2007/12/17
晴,2007/12/18
曇一時晴,2007/12/19
快晴,2007/12/20
晴後一時薄曇,2007/12/21
雨時々曇,2007/12/22
雨後晴,2007/12/23
快晴,2007/12/24
曇,2007/12/25
薄曇後晴,2007/12/26
晴,2007/12/27
曇一時晴,2007/12/28
曇一時雨,2007/12/29
晴後一時雨,2007/12/30
晴,2007/12/31
晴後一時曇,2008/1/1
快晴,2008/1/2
晴,2008/1/3
快晴,2008/1/4
曇後晴,2008/1/5
快晴,2008/1/6
曇後一時雨,2008/1/7
晴,2008/1/8
曇後晴,2008/1/9
晴,2008/1/10
晴後曇,2008/1/11
雨,2008/1/12
曇後晴,2008/1/13
曇,2008/1/14
晴一時曇,2008/1/15
晴一時曇,2008/1/16
晴一時曇,2008/1/17
曇後一時晴,2008/1/18
薄曇時々晴,2008/1/19
曇一時晴,2008/1/20
曇,2008/1/21
薄曇一時晴,2008/1/22
雪後雨、あられを伴う,2008/1/23
晴一時曇,2008/1/24
快晴,2008/1/25
曇後晴,2008/1/26
晴,2008/1/27
晴後曇,2008/1/28
曇時々雨,2008/1/29
晴後曇,2008/1/30
晴後一時曇,2008/1/31
快晴,2008/2/1
曇,2008/2/2
雪,2008/2/3
晴,2008/2/4
晴,2008/2/5
雪一時曇後みぞれ,2008/2/6
晴一時曇,2008/2/7
晴,2008/2/8
曇後一時雨、あられを伴う,2008/2/9
薄曇後晴,2008/2/10
薄曇後晴,2008/2/11
雨一時曇,2008/2/12
